emp_no,first_name,last_name,to_date,count
243208,Sachin,Biros,9999-01-01,2
243210,Raimond,Lieberherr,9999-01-01,1
243213,Malu,Kusakabe,9999-01-01,1
243215,Yakichi,Bain,9999-01-01,2
243244,Sarita,Mitzlaff,9999-01-01,2
243255,Ghassan,Rosca,9999-01-01,1
243260,Wonhee,Delgrossi,9999-01-01,2
243270,Zongyan,Ruemmler,9999-01-01,2
243278,Franziska,Gerlach,9999-01-01,2
243288,Randi,Chiola,9999-01-01,2
243306,Sailaja,Randt,9999-01-01,2
243308,Tianruo,Demri,9999-01-01,2
243311,Mikhail,Dengi,9999-01-01,2
243316,Brendon,Talmon,9999-01-01,2
243337,Aloys,Speek,9999-01-01,1
243340,Waiman,Covnot,9999-01-01,2
243362,Fatemeh,Sifakis,9999-01-01,2
243378,Nirmal,Matzel,9999-01-01,1
243420,Jaewoo,Radwan,9999-01-01,2
243435,Moriyoshi,Akiyama,9999-01-01,1
243458,Leni,Zykh,9999-01-01,2
243465,Mayumi,Hutton,9999-01-01,2
243469,Serap,Marakhovsky,9999-01-01,2
243470,Paloma,Tyugu,9999-01-01,2
243473,Ebbe,Heemskerk,9999-01-01,2
243478,Ekawit,DasSarma,9999-01-01,1
243487,Ottavia,Makinen,9999-01-01,2
243494,Dannz,Bernatsky,9999-01-01,2
243508,Dhritiman,Sinitsyn,9999-01-01,2
243510,Paraskevi,Detkin,9999-01-01,2
243516,Ohad,Siochi,9999-01-01,2
243535,Chinhyun,Chorvat,9999-01-01,2
243537,Jingling,Pardalos,9999-01-01,2
243538,Arvin,Champarnaud,9999-01-01,2
243540,Kish,Larfeldt,9999-01-01,2
243561,Sergi,Sichman,9999-01-01,2
243564,Aran,Schiper,9999-01-01,2
243565,Nigel,Veeraraghavan,9999-01-01,2
243569,Mitchel,Ravishankar,9999-01-01,2
243571,Zeljko,Kulisch,9999-01-01,2
243578,Ymte,Klassen,9999-01-01,1
243589,Rasiah,Walstra,9999-01-01,2
243592,Radhia,Frolund,9999-01-01,2
243608,Rajmohan,Porotnikoff,9999-01-01,2
243636,Tamiya,Sudkamp,9999-01-01,1
243639,Sreekrishna,Smeets,9999-01-01,2
243677,Odoardo,Baezner,9999-01-01,2
243689,Koichi,Neiman,9999-01-01,2
243694,Niclas,Businaro,9999-01-01,2
243695,Harngdar,Stasinski,9999-01-01,2
243715,Baziley,Gewali,9999-01-01,2
243716,Abdulah,Denos,9999-01-01,1
243743,Adam,Cyre,9999-01-01,2
243762,Hidde,Kalsbeek,9999-01-01,2
243766,Xinyu,Oppitz,9999-01-01,1
243770,Baoqiu,Schlenzig,9999-01-01,2
243785,Takahiro,Veldwijk,9999-01-01,2
243793,Willard,Felder,9999-01-01,2
243799,Kiam,Chaudhury,9999-01-01,2
243804,Xianlong,Salinas,9999-01-01,2
243805,Ramzi,Vecchi,9999-01-01,2
243810,Kwan,Merel,9999-01-01,1
243811,Heather,Openshaw,9999-01-01,2
243815,Zengping,Improta,9999-01-01,1
243817,Valeska,Spelt,9999-01-01,2
243820,Chiranjit,Akaboshi,9999-01-01,1
243829,Seongbae,Thiria,9999-01-01,1
243838,Hailing,Selenyi,9999-01-01,1
243840,Jiang,Lakshmanan,9999-01-01,2
243845,Selwyn,Larfeldt,9999-01-01,1
243861,Dipayan,Cannane,9999-01-01,1
243877,Make,Kolvik,9999-01-01,2
243885,Kirk,Bernardeschi,9999-01-01,2
243891,Shan,Rodite,9999-01-01,1
243895,Pranas,Serra,9999-01-01,2
243917,Gill,Remmers,9999-01-01,2
243923,Owen,Akiyama,9999-01-01,1
243931,Sanjit,Miara,9999-01-01,2
243932,Divier,Castellani,9999-01-01,2
243933,Stepehn,Kabayashi,9999-01-01,2
243948,Macha,Ducloy,9999-01-01,2
243950,Lidong,Argence,9999-01-01,2
243958,Dipayan,Leuchs,9999-01-01,1
243981,Dipankar,Encarnacion,9999-01-01,2
243987,Genki,Gyorkos,9999-01-01,2
244019,Syozo,Fujisaki,9999-01-01,1
244021,Sungwon,Taubenfeld,9999-01-01,1
244065,Rutger,Georg,9999-01-01,1
244072,Chiranjit,Demke,9999-01-01,2
244078,Gurbir,Alblas,9999-01-01,1
244086,Nitsan,Hiroyama,9999-01-01,2
244094,Giordano,Ponthieu,9999-01-01,2
244113,Navin,Terwilliger,9999-01-01,2
244117,Dung,Chiodo,9999-01-01,2
244130,Mingzeng,Swab,9999-01-01,1
244148,Chikako,Heusch,9999-01-01,2
244172,Karoline,Thibadeau,9999-01-01,1
244177,Tzu,Champarnaud,9999-01-01,1
244187,Gregory,Peng,9999-01-01,3
244188,Yuping,Lanteri,9999-01-01,1
244196,Leon,Flowers,9999-01-01,2
244204,Masato,Prenel,9999-01-01,2
244205,Conor,Hofting,9999-01-01,2
244229,Kristina,Melichar,9999-01-01,3
244249,Yifei,Schach,9999-01-01,2
244252,Jeane,Sankaranarayanan,9999-01-01,1
244260,Sangeeta,Mandelberg,9999-01-01,2
244269,Eldridge,Lortz,9999-01-01,2
244271,Shawna,Sundgren,9999-01-01,1
244273,Fei,Raoux,9999-01-01,2
244279,DeForest,Claffy,9999-01-01,2
244280,Miyeon,Jiang,9999-01-01,1
244283,Inderjeet,Manderick,9999-01-01,2
244286,Manohar,Pettit,9999-01-01,2
244292,Khedija,Anick,9999-01-01,2
244323,Zhongwei,Emmerich,9999-01-01,2
244329,Nobuyoshi,Stentiford,9999-01-01,2
244338,Chuanti,Swick,9999-01-01,2
244341,Frazer,Muchinsky,9999-01-01,2
244359,Maria,McAffer,9999-01-01,1
244360,Mountaz,Swiler,9999-01-01,2
244361,Shuzo,Flasterstein,9999-01-01,2
244366,Carrsten,Carrera,9999-01-01,1
244369,Teiji,Penttonen,9999-01-01,1
244395,Oldrich,McConalogue,9999-01-01,2
244402,Xinan,Godskesen,9999-01-01,2
244437,Yinlin,Rikino,9999-01-01,2
244454,Akeno,Morrow,9999-01-01,2
244457,Nobuyoshi,Gargeya,9999-01-01,1
244462,Rafael,Heystek,9999-01-01,1
244524,Mabhin,Monarch,9999-01-01,2
244539,Aloys,Jumpertz,9999-01-01,2
244541,Djenana,Zedlitz,9999-01-01,1
244566,Jacopo,Soloway,9999-01-01,1
244579,Sasan,Zhiwei,9999-01-01,1
244590,Takanari,Azadmanesh,9999-01-01,1
244591,Akemi,Sambasivam,9999-01-01,1
244603,Yuichiro,Naudin,9999-01-01,2
244607,Manton,Fetvedt,9999-01-01,1
244611,Rosine,Stranks,9999-01-01,2
244614,Vasilis,Matzel,9999-01-01,1
244619,Suvo,Sabnani,9999-01-01,1
244630,Supot,Range,9999-01-01,1
244638,Takahira,Ghazalie,9999-01-01,1
244654,Suzette,Katiyar,9999-01-01,3
244661,Idoia,Parfitt,9999-01-01,1
244662,Oddvar,Falco,9999-01-01,1
244664,Hatim,Sgarro,9999-01-01,3
244671,Chanjung,Staudhammer,9999-01-01,2
244673,Kokou,Antonakopoulos,9999-01-01,2
244675,Aloys,Barreiro,9999-01-01,1
244677,Gift,Ruther,9999-01-01,2
244686,Utz,Pietrzykowski,9999-01-01,2
244705,Maha,Guerreiro,9999-01-01,1
244709,Masato,Wendorf,9999-01-01,1
244731,Paloma,Krichel,9999-01-01,1
244746,Arvin,Chaudhuri,9999-01-01,2
244750,Gaurav,Kamble,9999-01-01,1
244753,Xumin,Lanteri,9999-01-01,2
244766,Taizo,Kaltofen,9999-01-01,1
244773,Mingdong,Zaiane,9999-01-01,2
244780,Domenico,Itzfeldt,9999-01-01,1
244783,Roddy,Pollock,9999-01-01,1
244784,Aris,Matzen,9999-01-01,1
244787,Rosalyn,Talmor,9999-01-01,2
244791,Kauko,Olivero,9999-01-01,1
244813,Rimli,Poupard,9999-01-01,1
244815,Remko,Streit,9999-01-01,1
244836,Tianruo,Cairo,9999-01-01,2
244860,Florina,Salverda,9999-01-01,2
244863,Mohit,Peres,9999-01-01,1
244877,Jinxi,Montemayor,9999-01-01,2
244896,Etsuo,Angiulli,9999-01-01,1
244911,Xudong,Sanella,9999-01-01,1
244921,Tru,Berendt,9999-01-01,1
244946,Abdelghani,Lubachevsky,9999-01-01,1
244948,Marsha,Masand,9999-01-01,2
244958,Maja,Merks,9999-01-01,2
244964,Aram,Hasenauer,9999-01-01,2
244982,Sajjad,Wolniewicz,9999-01-01,2
244994,Mingsen,Lambe,9999-01-01,2
245010,Xiaoheng,Kabayashi,9999-01-01,1
245022,Gen,Xiaoshan,9999-01-01,2
245051,Taiji,Slaats,9999-01-01,2
245052,Martina,Gruenwald,9999-01-01,2
245056,Guoxiang,Leslie,9999-01-01,1
245062,Jayesh,Cyne,9999-01-01,1
245064,Achilleas,Dayana,9999-01-01,2
245065,Ioana,Rosar,9999-01-01,2
245080,Mari,Herber,9999-01-01,1
245096,Xiadong,Azumi,9999-01-01,1
245112,Val,Naudin,9999-01-01,1
245114,Matt,Demeyer,9999-01-01,1
245132,Gaetan,Hiroyama,9999-01-01,1
245180,Zorica,Hoppenstand,9999-01-01,1
245182,Arup,Perfilyeva,9999-01-01,2
245186,Marlo,Trelles,9999-01-01,2
245196,Randi,Chartres,9999-01-01,2
245202,Toshimori,Munro,9999-01-01,2
245203,Kenroku,Hiroyama,9999-01-01,1
245252,Phuoc,Brizzi,9999-01-01,2
245257,Bernardo,Schiper,9999-01-01,2
245258,Arra,Erol,9999-01-01,2
245264,Make,Streng,9999-01-01,1
245268,Billie,Caine,9999-01-01,1
245273,Tianruo,Encarnacion,9999-01-01,1
245282,Tokuyasu,Szemeredi,9999-01-01,2
245284,Elliott,Maliniak,9999-01-01,2
245290,Guther,Hofmeyr,9999-01-01,2
245291,Sachem,Srimani,9999-01-01,1
245293,Heping,Segond,9999-01-01,2
245306,Huai,Yoshimura,9999-01-01,1
245313,Kwangjo,Crouzet,9999-01-01,1
245320,Yishay,Hanabata,9999-01-01,2
245338,Faiza,Piazza,9999-01-01,1
245349,Xiaocheng,Falck,9999-01-01,2
245350,Tadanori,Greibach,9999-01-01,1
245352,Randi,Mattern,9999-01-01,1
245362,Owen,Klassen,9999-01-01,2
245363,Ewing,Pollock,9999-01-01,2
245366,Sachar,Rodier,9999-01-01,2
245373,Sivanarayana,Spell,9999-01-01,2
245381,Krister,Cromarty,9999-01-01,1
245385,Arvind,Michaeli,9999-01-01,2
245398,Kazuhisa,Berstel,9999-01-01,1
245415,Kasidit,Leuchs,9999-01-01,2
245425,Licheng,Schieder,9999-01-01,2
245430,Roselyn,Granlund,9999-01-01,1
245434,Narain,Gulla,9999-01-01,2
245444,Moie,Mattern,9999-01-01,1
245463,Chenye,Rajcani,9999-01-01,2
245474,Brewster,Matheson,9999-01-01,2
245491,Tzu,Krychniak,9999-01-01,1
245493,Mechthild,Kirkerud,9999-01-01,2
245503,Lakshmi,Narahara,9999-01-01,2
245517,Keiichiro,Koshiba,9999-01-01,1
245527,Falguni,Nourani,9999-01-01,2
245528,Kristinn,Baumann,9999-01-01,1
245530,Mayuko,Poulakidas,9999-01-01,2
245535,Xinan,Reeken,9999-01-01,1
245537,Uri,Broomell,9999-01-01,2
245540,Oscal,Bresenham,9999-01-01,3
245561,Peternela,Bottner,9999-01-01,2
245565,Basant,Yeung,9999-01-01,2
245567,Khaled,Anguita,9999-01-01,2
245580,Mohamadou,Kossowski,9999-01-01,2
245585,Shrikanth,Bellmore,9999-01-01,2
245590,Doowon,Honglei,9999-01-01,2
245593,Shigeu,Perez,9999-01-01,2
245598,Takanari,Remmers,9999-01-01,2
245611,Arup,Randi,9999-01-01,2
245622,Sergi,Pellegrinelli,9999-01-01,1
245634,Berry,Hatcliff,9999-01-01,1
245642,Kiyokazu,Sommer,9999-01-01,3
245645,Guttorm,Decaestecker,9999-01-01,1
245653,Padma,Brlek,9999-01-01,2
245688,Mrinalini,Ambroszkiewicz,9999-01-01,1
245717,Chinya,Nergos,9999-01-01,2
245719,Ayonca,Lowrie,9999-01-01,2
245740,Arun,Pelz,9999-01-01,1
245742,Ohad,Lampe,9999-01-01,2
245756,Munenori,Nitto,9999-01-01,2
245771,Fox,Murtafg,9999-01-01,1
245777,Randi,Bultermann,9999-01-01,1
245790,Yongmao,Alblas,9999-01-01,2
245815,Sahrah,Swick,9999-01-01,1
245829,Valter,McConalogue,9999-01-01,2
245833,Francesca,Fontan,9999-01-01,2
245835,Peternela,Back,9999-01-01,2
245837,Poorav,Kermarrec,9999-01-01,2
245840,Shan,Beznosov,9999-01-01,2
245880,Valdiodio,Giveon,9999-01-01,1
245886,Frederique,Herath,9999-01-01,1
245889,Mohamadou,Cappelli,9999-01-01,2
245902,Mizuhito,Rajaraman,9999-01-01,2
245914,Shim,Swick,9999-01-01,1
245920,Baoqiu,Nishimukai,9999-01-01,2
245927,Udo,Orlowski,9999-01-01,2
245953,Xiaoqiang,Azuma,9999-01-01,1
245969,Akhilish,Kushner,9999-01-01,2
245986,Reinhard,Gargeya,9999-01-01,2
245997,Zhongwei,Rusterholz,9999-01-01,2
245998,Suvo,Deville,9999-01-01,2
246005,Marke,Hanratty,9999-01-01,2
246012,Moie,Rusmann,9999-01-01,2
246038,Herbert,Pettit,9999-01-01,2
246039,Weicheng,Osgood,9999-01-01,2
246041,Maria,Bahl,9999-01-01,2
246050,Douadi,Valiente,9999-01-01,1
246061,Jaana,Ramsey,9999-01-01,2
246062,Divier,Codenie,9999-01-01,2
246071,Ortrud,Ramras,9999-01-01,2
246073,Karoline,Pietrzykowski,9999-01-01,2
246077,Berni,Fordan,9999-01-01,2
246089,Hironobu,Otillio,9999-01-01,1
246093,Munehiko,Conti,9999-01-01,2
246100,Barry,Weedman,9999-01-01,1
246101,Karoline,Sherertz,9999-01-01,1
246103,Muneo,Chinal,9999-01-01,2
246114,Oscar,Kabayashi,9999-01-01,2
246134,Nobuyoshi,Belinskaya,9999-01-01,2
246140,Duangkaew,Zschoche,9999-01-01,2
246149,Guangming,Fargier,9999-01-01,2
246155,Phillip,Peak,9999-01-01,1
246157,Saddek,Ohori,9999-01-01,2
246160,Bilhanan,McFarlin,9999-01-01,2
246165,Hironobu,Spinelli,9999-01-01,2
246170,Shugo,Zirintsis,9999-01-01,2
246182,Jahangir,Heydon,9999-01-01,1
246198,Aruna,Spataro,9999-01-01,2
246207,Sumali,Piazza,9999-01-01,1
246215,Seshu,Anger,9999-01-01,2
246224,Kenton,Griswold,9999-01-01,2
246225,Reuven,Birjandi,9999-01-01,1
246236,Muzhong,Sudkamp,9999-01-01,1
246240,Gian,Polajnar,9999-01-01,2
246249,Jamaludin,Remmele,9999-01-01,1
246253,Neven,Jansen,9999-01-01,2
246273,Uwe,Poulakidas,9999-01-01,2
246289,Owen,Polupanov,9999-01-01,2
246295,Kwangyoen,Asmuth,9999-01-01,2
246320,Michaela,Bage,9999-01-01,2
246322,Kazuhito,Staudhammer,9999-01-01,1
246356,Koldo,Pagter,9999-01-01,1
246381,Feiyu,Peha,9999-01-01,2
246383,Mart,Radivojevic,9999-01-01,2
246392,Toshimo,Tyugu,9999-01-01,2
246395,Vasilii,Schwabacher,9999-01-01,1
246428,Kwangjo,Velasco,9999-01-01,2
246435,Becky,Merkl,9999-01-01,2
246437,Michaela,Badache,9999-01-01,2
246446,Arlette,Molenkamp,9999-01-01,1
246467,Adel,Nations,9999-01-01,1
246482,Tsutomu,Journel,9999-01-01,2
246490,Ohad,Farris,9999-01-01,1
246498,Matt,Herber,9999-01-01,1
246505,Hugo,Byoun,9999-01-01,2
246510,Chinho,Zedlitz,9999-01-01,1
246511,Kokou,Pelz,9999-01-01,1
246513,Magy,Parhami,9999-01-01,1
246522,Toshimi,Ramras,9999-01-01,2
246545,Honesty,Benantar,9999-01-01,2
246549,Kwok,Picel,9999-01-01,1
246556,Hairong,Axelband,9999-01-01,2
246559,Gian,Rissanen,9999-01-01,2
246566,Heekeun,Eickenmeyer,9999-01-01,2
246568,Tianruo,Dymetman,9999-01-01,1
246571,Kristof,Leuchs,9999-01-01,2
246590,Vesna,Panwar,9999-01-01,1
246600,Visit,Chachaty,9999-01-01,1
246622,Shigeu,Valette,9999-01-01,2
246630,Adib,Markovitch,9999-01-01,2
246639,Sergi,Schiettecatte,9999-01-01,2
246647,Poorav,Cochrane,9999-01-01,2
246651,Mohammed,Heemskerk,9999-01-01,2
246658,Hatim,Nitsche,9999-01-01,2
246677,Marlo,Stellhorn,9999-01-01,1
246692,Lansing,Conti,9999-01-01,2
246700,Bodh,Cools,9999-01-01,2
246709,Pohua,Sundgren,9999-01-01,1
246717,Sham,Benzmuller,9999-01-01,1
246720,Sreekrishna,Quaggetto,9999-01-01,1
246722,Jouni,Heemskerk,9999-01-01,1
246739,Takahito,Llado,9999-01-01,2
246743,Zhonghua,Bridgland,9999-01-01,2
246756,Suvo,Schwartzburd,9999-01-01,2
246765,Oguz,Osgood,9999-01-01,2
246775,Jixiang,Kamber,9999-01-01,2
246782,Torsten,Hettesheimer,9999-01-01,1
246783,Sariel,Garigliano,9999-01-01,1
246794,Marlo,Rebaine,9999-01-01,1
246812,Goa,Jonsson,9999-01-01,1
246817,Taegyun,Czaja,9999-01-01,2
246834,Gladys,Dusink,9999-01-01,2
246839,Zhanqiu,Yoshimura,9999-01-01,1
246851,Isamu,Farris,9999-01-01,1
246854,Roddy,Gips,9999-01-01,1
246858,Dannz,Swist,9999-01-01,2
246866,Huican,Carrera,9999-01-01,1
246873,Shaz,Vilarrasa,9999-01-01,1
246881,Atreyi,Karcich,9999-01-01,2
246901,Khue,Heinisuo,9999-01-01,1
246904,Carrsten,Armand,9999-01-01,2
246915,Masamitsu,Pollock,9999-01-01,1
246919,Menkae,Perin,9999-01-01,2
246930,Kitty,Anguita,9999-01-01,1
246947,Arvind,Montemayor,9999-01-01,1
246957,Juichirou,Gini,9999-01-01,1
246959,Tomoyuki,Lindenbaum,9999-01-01,2
246979,Youjian,Wuwongse,9999-01-01,2
246984,Taizo,Fraisse,9999-01-01,2
246997,Jaewon,Aloia,9999-01-01,2
247055,Fan,Peris,9999-01-01,2
247056,Syozo,Figueira,9999-01-01,2
247060,Pranay,Bamford,9999-01-01,2
247065,Shakhar,Zedlitz,9999-01-01,1
247084,Collette,Yurek,9999-01-01,1
247086,Boaz,Mundy,9999-01-01,1
247104,Jinya,Schnelling,9999-01-01,2
247116,Adil,Lambe,9999-01-01,2
247118,Khaled,Panwar,9999-01-01,1
247135,Yaghout,Bage,9999-01-01,2
247168,Taisook,Barriga,9999-01-01,1
247170,Wonhee,Lanteri,9999-01-01,1
247185,Yishai,Stifter,9999-01-01,1
247198,Conrado,Zultner,9999-01-01,1
247206,Jordanka,Ishibashi,9999-01-01,2
247210,Guoxiang,Kuzuoka,9999-01-01,2
247216,Georg,Bazzichi,9999-01-01,2
247220,Aimee,Miyakawa,9999-01-01,1
247232,Mariangiola,Mandelberg,9999-01-01,1
247256,Patricio,Reutenauer,9999-01-01,2
247284,Gina,Otillio,9999-01-01,1
247299,Yinlin,Whitcomb,9999-01-01,1
247306,Berry,Rosaz,9999-01-01,2
247311,Pranay,Bolsens,9999-01-01,2
247315,Fei,Lorho,9999-01-01,2
247318,Sarita,Baek,9999-01-01,3
247323,Shaz,Godskesen,9999-01-01,2
247332,Hugo,Gerlach,9999-01-01,1
247335,Dante,Bottner,9999-01-01,2
247338,Giri,Pardalos,9999-01-01,3
247377,Yurij,Bondorf,9999-01-01,1
247400,Huei,Chappelet,9999-01-01,3
247401,Sudharsan,Iivonen,9999-01-01,2
247408,Aamod,Perez,9999-01-01,2
247410,Arif,Spataro,9999-01-01,1
247411,Anyuan,Hedayat,9999-01-01,2
247412,Jaihie,Brodie,9999-01-01,2
247427,Uinam,Schaaf,9999-01-01,2
247442,Mantis,Fordan,9999-01-01,2
247449,Anneli,Percebois,9999-01-01,1
247453,Khoa,Flasterstein,9999-01-01,2
247458,Minghong,Monkewich,9999-01-01,1
247472,Mayuko,Rossi,9999-01-01,2
247477,Alenka,Kropp,9999-01-01,1
247485,Mrinalini,Luby,9999-01-01,2
247502,Yinlin,Iivonen,9999-01-01,2
247518,Yefim,Siprelle,9999-01-01,1
247537,Muzhong,Eldridge,9999-01-01,2
247538,Fatemeh,Verspoor,9999-01-01,2
247540,Parviz,Murthy,9999-01-01,1
247559,Yechezkel,Szilard,9999-01-01,2
247577,Yuqun,Pileggi,9999-01-01,2
247590,Venkatesan,Chinen,9999-01-01,2
247594,Paraskevi,Showalter,9999-01-01,2
247634,Shiv,Axelband,9999-01-01,2
247645,Feiyu,Sundgren,9999-01-01,1
247667,Pranjal,Egerstedt,9999-01-01,1
247677,Weidon,Kavvadias,9999-01-01,2
247678,Vugranam,Khalid,9999-01-01,2
247681,Alejandra,Muniz,9999-01-01,2
247689,Gennadi,Fadgyas,9999-01-01,2
247702,Elzbieta,Vidal,9999-01-01,1
247706,Goa,Sethi,9999-01-01,2
247714,Vivian,Swist,9999-01-01,2
247715,Harjit,Scharstein,9999-01-01,2
247722,Roselyn,Molenkamp,9999-01-01,1
247729,Filipp,Morris,9999-01-01,2
247731,Khatoun,Kopetz,9999-01-01,1
247761,Kazunori,Bresenham,9999-01-01,1
247763,Remzi,Cincotta,9999-01-01,2
247769,Vugranam,Melton,9999-01-01,2
247774,Pranay,Jeansoulin,9999-01-01,2
247777,Shen,Herath,9999-01-01,1
247784,Ortrud,Kaelbling,9999-01-01,2
247790,Goo,Apsitis,9999-01-01,2
247807,Aemilian,Azumi,9999-01-01,1
247808,Sadun,Mitina,9999-01-01,2
247817,Chaoyi,Morrow,9999-01-01,2
247826,Xiaoheng,Kopetz,9999-01-01,1
247827,Arif,Lund,9999-01-01,2
247855,Shao,Yamaashi,9999-01-01,2
247858,Conor,Fritzsche,9999-01-01,2
247860,Inderjeet,Ruther,9999-01-01,1
247863,Pranav,Bugaenko,9999-01-01,2
247872,Ger,Imataki,9999-01-01,2
247876,Felicidad,Beetstra,9999-01-01,2
247877,Amabile,Jarecki,9999-01-01,2
247878,Doohun,Peha,9999-01-01,2
247880,Saniya,Oxenboll,9999-01-01,1
247887,Ashish,Preusig,9999-01-01,2
247898,Karoline,Krohn,9999-01-01,2
247900,Tuval,Denis,9999-01-01,1
247910,Mohan,Merli,9999-01-01,2
247919,Volkmar,Piveteau,9999-01-01,3
247920,Shunichi,Miculan,9999-01-01,2
247942,Marjo,Merle,9999-01-01,1
247959,Moni,Piancastelli,9999-01-01,1
247963,Charlene,Back,9999-01-01,2
247967,Denny,Varker,9999-01-01,1
247968,Pintsang,Zweizig,9999-01-01,2
247971,Berni,Zweizig,9999-01-01,2
247973,Xuejun,Simmel,9999-01-01,2
247984,Gaetan,Srimani,9999-01-01,2
248000,Turgut,Thorensen,9999-01-01,1
248012,Shirish,Menhoudj,9999-01-01,2
248019,Adel,McDermid,9999-01-01,2
248023,Sverrir,Badache,9999-01-01,2
248035,Chikako,Maraist,9999-01-01,1
248038,Golgen,Stellhorn,9999-01-01,1
248049,Lunjin,Henseler,9999-01-01,1
248050,Conrado,Simmen,9999-01-01,2
248056,Suzette,Kroha,9999-01-01,2
248063,Lidong,Genther,9999-01-01,1
248066,JiYoung,Hebden,9999-01-01,2
248083,Zdislav,Wielonsky,9999-01-01,1
248084,Noritoshi,Renear,9999-01-01,1
248085,Emdad,Marciano,9999-01-01,2
248087,Christoph,Engelmann,9999-01-01,1
248092,Macha,Marzano,9999-01-01,2
248130,Jacqueline,Bahr,9999-01-01,2
248134,Fayez,Bernardeschi,9999-01-01,1
248172,Alassane,Couchot,9999-01-01,1
248219,Parviz,Levasseur,9999-01-01,2
248224,Baruch,Ranta,9999-01-01,1
248227,Zhiguo,Spell,9999-01-01,1
248232,Hinrich,Rodiger,9999-01-01,1
248233,Annemarie,Dayana,9999-01-01,1
248259,Tze,Serre,9999-01-01,2
248264,Niteen,Ligten,9999-01-01,2
248277,Yinlin,Boyle,9999-01-01,1
248292,Arunas,Bugrara,9999-01-01,2
248295,Francesca,Rathonyi,9999-01-01,2
248303,Subir,Hambrick,9999-01-01,2
248304,Xiaoshan,Krohn,9999-01-01,2
248310,Christophe,Ratnakar,9999-01-01,2
248320,Phuoc,Rehfuss,9999-01-01,1
248324,Rimli,Minakawa,9999-01-01,2
248327,Xuejia,Siprelle,9999-01-01,1
248335,Gaetan,Tibblin,9999-01-01,1
248336,Amstein,Vitiello,9999-01-01,2
248340,Maris,Dalphin,9999-01-01,1
248361,Luigi,Axelband,9999-01-01,1
248374,Dipankar,Speckmann,9999-01-01,2
248377,Felicidad,Luks,9999-01-01,2
248386,Yannik,Ernst,9999-01-01,1
248389,Yunming,Weedon,9999-01-01,1
248416,Lubomir,Ferretti,9999-01-01,2
248419,Toshimo,Ranst,9999-01-01,1
248437,Frederique,Porotnikoff,9999-01-01,2
248443,Zengping,Melton,9999-01-01,2
248454,Seongbae,Swab,9999-01-01,2
248456,Jinpo,Brender,9999-01-01,2
248462,Filipe,Gecsei,9999-01-01,2
248475,Masoud,Wursthorn,9999-01-01,2
248486,Karoline,Nishimukai,9999-01-01,2
248502,Sham,Vecchi,9999-01-01,2
248515,Duro,Swiler,9999-01-01,1
248537,Fumino,Cyne,9999-01-01,1
248542,Pranay,Hitomi,9999-01-01,2
248544,Basim,Murrill,9999-01-01,2
248571,Jiakeng,Vesna,9999-01-01,2
248572,Filipp,Fetvedt,9999-01-01,2
248580,Flemming,Borovoy,9999-01-01,2
248586,Divier,VanScheik,9999-01-01,2
248599,Chinhyun,Luit,9999-01-01,2
248600,Gio,Condotta,9999-01-01,2
248609,Eirik,Chimia,9999-01-01,1
248614,True,Rodiger,9999-01-01,1
248626,Yolla,Gruenwald,9999-01-01,1
248631,Sungwon,Pezzoli,9999-01-01,2
248632,Zijian,Clemencon,9999-01-01,2
248640,Jessie,Eiter,9999-01-01,1
248648,Zhiwei,Schlenzig,9999-01-01,2
248650,Vitali,Onuegbe,9999-01-01,2
248659,Yoshimitsu,Encarnacion,9999-01-01,2
248669,Mansur,Perz,9999-01-01,1
248686,Danil,Awdeh,9999-01-01,1
248688,Percy,Zlotek,9999-01-01,1
248706,Panayotis,Azuma,9999-01-01,1
248710,Fabrizio,Hockney,9999-01-01,1
248713,Valter,Gaughan,9999-01-01,1
248734,Mostafa,Ranst,9999-01-01,2
248743,Leif,Bahr,9999-01-01,1
248755,Kyoichi,Ranka,9999-01-01,1
248818,Yefim,Suomi,9999-01-01,2
248820,Howell,Seiwald,9999-01-01,1
248826,Jaana,Oxenboll,9999-01-01,1
248859,Arvind,Baar,9999-01-01,2
248860,Sreenivas,Carrere,9999-01-01,2
248871,Bokyung,Ozeki,9999-01-01,2
248885,Xiong,Kieras,9999-01-01,2
248888,Chikara,Thiran,9999-01-01,2
248902,Lihong,Esteva,9999-01-01,2
248908,Adit,Peha,9999-01-01,1
248933,Insup,Miyakawa,9999-01-01,2
248939,Paris,Ghelli,9999-01-01,1
248951,Matt,Zultner,9999-01-01,1
248957,Tomokazu,Peyn,9999-01-01,1
248959,Elrique,Noriega,9999-01-01,2
248965,Mack,Spinelli,9999-01-01,2
248973,Slavian,Akaboshi,9999-01-01,2
248979,Bezalel,Pezzoli,9999-01-01,2
248988,Lokesh,Wynblatt,9999-01-01,1
248989,Radoslaw,Giarratana,9999-01-01,2
248994,Heping,Picaronny,9999-01-01,1
248996,Basim,Sewelson,9999-01-01,2
249003,Saniya,Bondorf,9999-01-01,2
249011,JoAnne,Fargier,9999-01-01,1
249034,Arun,Ranum,9999-01-01,1
249045,Dinkar,Businaro,9999-01-01,2
249052,Houman,Awdeh,9999-01-01,1
249067,Geoff,Hasenauer,9999-01-01,1
249078,Tremaine,Orlowska,9999-01-01,2
249093,Koldo,Sridhar,9999-01-01,1
249094,Subhrajyoti,Siepmann,9999-01-01,1
249110,Yongmao,Lund,9999-01-01,1
249117,Ugo,Silva,9999-01-01,1
