emp_no,first_name,last_name,from_date,to_date,title
229727,Ewing,Millington,9/28/1999,9/27/2000,Engineer
229981,Jamaludin,Fordan,2/6/1992,2/5/1993,Engineer
230002,Tadahiro,Backhouse,10/2/1991,10/1/1992,Engineer
230126,Bezalel,Radivojevic,7/2/1988,7/2/1989,Senior Staff
230287,Renny,Alameldin,9/28/1997,9/28/1998,Assistant Engineer
230354,Yinghua,Lorho,8/9/1991,8/8/1992,Senior Staff
230498,Kolar,Puppo,4/25/1990,4/25/1991,Engineer
230579,Shahar,Negoita,3/19/1994,3/19/1995,Senior Staff
230689,Dietrich,Crabtree,5/24/1986,5/24/1987,Senior Staff
230821,Toshiki,Raney,7/3/1997,7/3/1998,Staff
230865,Takushi,Brattka,3/9/1999,3/8/2000,Staff
231043,Torsten,Slobodova,7/20/1992,7/20/1993,Assistant Engineer
231069,Trygve,Siksek,11/9/1995,11/8/1996,Staff
231459,Nectarios,Pramanik,11/18/1999,11/17/2000,Assistant Engineer
231671,Chandrasekaran,Pearson,4/14/1995,4/13/1996,Staff
231798,Goetz,Alvarado,12/25/1988,12/25/1989,Engineer
232178,Etsuo,Anandan,12/13/1989,12/13/1990,Senior Staff
232209,Nitsan,Rouquie,8/1/1988,8/1/1989,Engineer
232458,Nikolaus,Yetto,9/22/1990,9/22/1991,Staff
232496,Peternela,Klerer,6/6/1986,6/6/1987,Staff
232697,Barry,Ramsak,9/7/1990,9/7/1991,Engineer
232723,Tesuya,Bugrara,2/13/1993,2/13/1994,Assistant Engineer
233114,Alselm,Gargeya,12/25/1987,12/24/1988,Senior Engineer
233247,Murthy,Angiulli,8/2/1986,8/2/1987,Engineer
233394,Khalid,Lenart,12/24/1995,12/23/1996,Engineer
233397,Fay,Sundgren,7/7/1990,7/7/1991,Senior Staff
233426,Etsuo,Usery,3/2/1995,3/1/1996,Engineer
233533,Seongbae,Sluis,9/22/1988,9/22/1989,Senior Staff
233690,Cedric,Riefers,9/8/1994,9/8/1995,Engineer
233759,Zissis,Lodder,9/25/1999,9/24/2000,Engineer
233765,Kotesh,Chachaty,3/25/1991,3/24/1992,Engineer
233785,Baziley,Ballarin,7/28/1987,7/27/1988,Senior Staff
233818,Kellie,Heydon,11/11/1985,11/11/1986,Engineer
234195,Luerbio,Terkki,5/14/1991,5/13/1992,Senior Staff
234278,Tzu,Impagliazzo,11/14/1990,11/14/1991,Staff
234739,Foong,Aamodt,6/28/1986,6/28/1987,Senior Engineer
235017,Irena,Dratva,9/7/1991,9/6/1992,Senior Staff
235096,Sverrir,Gyimothy,3/21/1987,3/20/1988,Senior Staff
235269,Keiichiro,Feldmann,12/20/1997,12/20/1998,Staff
235325,Gro,Prochazka,10/16/1992,10/16/1993,Engineer
235368,Anneli,Joslin,4/12/1987,4/11/1988,Senior Engineer
235458,Gio,Heuser,6/28/1992,6/28/1993,Senior Staff
235546,Tianruo,Speer,10/30/1985,10/30/1986,Staff
235729,Henk,Anger,1/19/1993,1/19/1994,Senior Staff
235780,Sampalli,Bergere,4/8/1994,4/8/1995,Senior Engineer
235793,Jayesh,Spinelli,7/18/1992,7/18/1993,Senior Engineer
236315,IEEE,Raczkowsky,7/24/1996,7/24/1997,Technique Leader
236559,Berna,Nanard,8/20/1989,8/20/1990,Senior Engineer
236566,Yechezkel,Maginnis,12/11/1992,12/11/1993,Senior Staff
236591,Insup,Reinhard,4/8/1985,4/8/1986,Senior Staff
236827,Almudena,Rijckaert,2/16/1994,2/16/1995,Engineer
236883,Huan,Olivero,11/19/1999,11/18/2000,Staff
236964,Adel,Foote,8/19/1998,8/19/1999,Staff
237289,Brendon,Fritzsche,1/19/1998,1/19/1999,Staff
237400,Guadalupe,Perri,6/27/1996,6/27/1997,Technique Leader
237590,Annemarie,Irland,7/30/1991,7/29/1992,Staff
238112,Miomir,Frezza,5/25/1991,5/24/1992,Technique Leader
238252,Uno,Suppi,12/27/1996,12/27/1997,Staff
238422,Vishv,Angelov,3/8/1988,3/8/1989,Senior Staff
238949,Minghong,Cronin,10/4/1987,10/3/1988,Senior Staff
239067,Tadahiko,Pocchiola,4/2/1996,4/2/1997,Staff
239244,Abdulla,Kitai,2/20/1987,2/20/1988,Senior Staff
239415,Susumu,Brender,4/17/1993,4/17/1994,Engineer
239426,Vesna,Fairtlough,8/9/1994,8/9/1995,Engineer
239581,Guangming,Marquardt,6/6/1997,6/6/1998,Staff
239664,Sugwoo,Michaels,8/2/1992,8/2/1993,Engineer
239706,Arunas,Bugrara,4/3/1997,4/3/1998,Assistant Engineer
239748,Bilhanan,Dusink,6/4/1988,6/4/1989,Senior Staff
239803,Oscal,Ernst,5/19/1992,5/19/1993,Senior Staff
240011,Heather,Luef,2/24/1989,2/24/1990,Technique Leader
240132,Mizuhito,Kobara,8/9/1996,8/9/1997,Senior Staff
240236,TRUE,Tischendorf,1/19/1986,1/19/1987,Engineer
240253,Shrikanth,Ramaiah,5/12/1995,5/11/1996,Engineer
240285,Kolar,Greenaway,11/14/1998,11/14/1999,Staff
240340,Mack,Staylopatis,4/2/1985,4/2/1986,Engineer
240438,Temple,Cyre,9/30/1992,9/30/1993,Senior Staff
240870,Francesca,Chorvat,3/3/1985,3/3/1986,Senior Staff
241100,Cedric,Molenaar,10/6/1990,10/6/1991,Engineer
241254,Jagoda,Anguita,5/11/1993,5/11/1994,Senior Engineer
241292,Uri,Lampe,10/17/1987,10/16/1988,Senior Staff
241567,Emran,Miara,5/2/1989,5/2/1990,Engineer
241667,Atilio,Olivero,9/4/1985,9/4/1986,Engineer
241728,Limsoon,Boudaillier,8/12/1995,8/11/1996,Senior Engineer
241872,Bluma,Fetvedt,2/3/1992,2/2/1993,Senior Staff
241917,Wuxu,Poupard,2/15/1994,2/15/1995,Staff
241952,Maya,Anandan,6/28/1996,6/28/1997,Staff
242019,Herb,Murrill,9/27/1999,9/26/2000,Senior Engineer
242081,Tomokazu,Pargas,11/15/1996,11/15/1997,Assistant Engineer
242104,Richara,Sudkamp,9/5/1989,9/5/1990,Senior Staff
242237,Hidde,Papsdorf,11/7/1998,11/23/1998,Senior Staff
242314,Miyeon,Burnard,2/7/1985,12/13/1985,Engineer
242500,Bingning,Iisaku,6/26/1989,6/26/1990,Senior Staff
242611,Frazer,Flanders,8/25/1995,8/24/1996,Engineer
242800,Kazuyasu,Levergood,2/10/1996,2/9/1997,Engineer
242867,Paddy,Nittel,11/10/1999,4/14/2000,Engineer
243018,Bowen,Deverell,12/27/1998,12/27/1999,Senior Staff
243077,Kazunori,Perz,2/25/1999,2/25/2000,Senior Engineer
243576,Abdulah,Lodder,11/10/1996,11/10/1997,Senior Staff
243637,Marjo,Delgrange,6/24/1990,6/24/1991,Senior Staff
243898,Arch,Basawa,5/10/1998,5/10/1999,Staff
244308,Mokhtar,Rebaine,7/23/1991,7/22/1992,Senior Staff
244605,Masoud,Suwa,11/25/1989,11/25/1990,Senior Staff
244624,Boaz,Seuren,3/27/1987,3/26/1988,Senior Staff
244711,Rosli,Butner,3/20/1991,3/19/1992,Assistant Engineer
244714,Poorav,Clouatre,5/6/1996,5/6/1997,Senior Engineer
244820,Shigenori,Hertweck,4/13/1987,4/12/1988,Engineer
244873,Arunachalam,Oppitz,5/20/1986,5/20/1987,Senior Staff
245164,Filipp,Winter,10/24/1996,10/24/1997,Engineer
245396,Gift,Bottner,3/4/1995,3/3/1996,Senior Staff
245664,Manohar,Kilgore,11/17/1998,11/17/1999,Staff
246146,Zhongwei,Melski,9/4/1987,9/3/1988,Engineer
246244,George,Casperson,1/20/2000,1/19/2001,Staff
246364,Alper,Tiemann,10/29/1998,10/29/1999,Engineer
246764,Shuzo,Czaja,11/29/1997,11/29/1998,Staff
246798,Tianruo,Strooper,10/28/1993,10/28/1994,Senior Staff
246902,Shih,Shanbhogue,4/19/1998,4/19/1999,Staff
247089,Seongbae,Schahn,12/10/1992,12/10/1993,Senior Staff
247122,Xiaobin,Narlikar,2/14/1992,2/13/1993,Senior Staff
247447,Tzu,Bakhtari,3/18/1994,3/18/1995,Engineer
247456,Masako,Bahk,7/31/1997,7/31/1998,Engineer
247612,Chiranjit,Constantine,5/25/1997,5/25/1998,Engineer
247875,Xiong,Anick,4/23/1991,4/22/1992,Senior Staff
247888,Abdelghani,Lagarias,9/6/1985,9/6/1986,Engineer
248094,Valeska,Lupu,9/21/1998,9/21/1999,Staff
248256,Sajjan,Falby,8/29/1996,8/29/1997,Staff
248351,Jaana,Milicia,6/2/1985,6/2/1986,Senior Staff
248758,Snehasis,Muhlberg,7/16/1991,7/15/1992,Senior Staff
248953,Percy,Sudbeck,8/29/1996,8/29/1997,Assistant Engineer
249239,Hideyuki,Decleir,5/4/1994,5/4/1995,Senior Engineer
249325,Ute,Pokrovskii,6/9/1997,6/9/1998,Staff
249433,Ayonca,Matzov,6/3/1988,6/3/1989,Engineer
249451,Gopalakrishnan,Pehl,3/15/1995,3/14/1996,Engineer
249504,Dmitry,Velardi,3/1/1994,3/1/1995,Engineer
249780,Nechama,Gaughan,1/16/1986,1/16/1987,Assistant Engineer
249799,Jolita,Neimat,12/27/1993,12/27/1994,Engineer
249866,Steen,Gubsky,1/14/1989,1/14/1990,Senior Staff
249969,Georgi,Luiz,6/10/1991,6/9/1992,Engineer
250411,Ranga,Sommen,1/20/1989,1/20/1990,Senior Staff
250452,Alexius,Plavsic,1/17/2000,1/16/2001,Senior Engineer
250748,Kish,Turnbull,2/10/1987,2/10/1988,Engineer
251166,Hinrich,Hooghiemstra,10/5/1985,10/5/1986,Senior Staff
251233,Yucel,Bernini,2/19/1993,2/19/1994,Engineer
251301,Pintsang,Impagliazzo,5/6/1989,5/6/1990,Senior Staff
251341,Divier,Kumaresan,12/5/1992,12/5/1993,Senior Staff
251403,Utpal,DuBourdieux,11/19/1997,11/19/1998,Technique Leader
251437,Shichao,Iwayama,10/17/1989,10/17/1990,Assistant Engineer
251645,Bezalel,Tsunoo,6/17/1992,6/17/1993,Senior Staff
251680,Moty,Sommen,8/14/1990,8/14/1991,Senior Engineer
251814,Mitsuyuki,Zockler,9/14/1998,9/14/1999,Technique Leader
252185,Chaosheng,Conta,4/14/1997,4/14/1998,Assistant Engineer
252241,Zito,Alvarado,7/7/1986,7/7/1987,Senior Staff
252316,Gill,Niizuma,10/8/1994,10/8/1995,Engineer
252318,Keung,Simmel,11/17/1995,11/16/1996,Technique Leader
252392,Sanjeeva,Peron,12/26/1993,12/26/1994,Engineer
252592,Sachem,McDermid,4/30/1987,12/2/1987,Senior Engineer
253029,Thodoros,Thimonier,4/5/1995,4/3/1996,Engineer
253707,Insup,Hainaut,2/11/1998,2/11/1999,Staff
253838,Stafford,Terlouw,2/21/1999,2/21/2000,Assistant Engineer
253893,Huiqun,Trystram,5/10/1993,5/10/1994,Senior Engineer
254044,Gunilla,Brendel,4/10/1992,4/10/1993,Engineer
254399,Armond,Lores,9/16/1999,9/15/2000,Technique Leader
254591,Mamdouh,Lodder,3/23/1986,3/23/1987,Staff
254787,Mohan,Chepyzhov,4/6/1995,4/4/1996,Senior Engineer
254821,Tonny,Couchot,12/12/1994,12/12/1995,Staff
254916,Serenella,Couchot,3/15/1997,3/15/1998,Senior Staff
255466,Huan,Roccetti,7/3/1985,7/3/1986,Senior Engineer
255657,Oldrich,Cyre,2/10/1985,2/10/1986,Engineer
255779,Heejo,Merle,9/4/1997,9/4/1998,Technique Leader
256078,Duke,Picaronny,3/23/1995,4/5/1995,Staff
256216,Halsur,Brodal,11/22/1997,11/22/1998,Engineer
256837,Bezalel,Jording,1/16/1991,1/16/1992,Staff
256856,Hongzue,Barbanera,6/17/1987,6/16/1988,Senior Staff
256881,Ioana,Jakobus,8/10/1990,8/10/1991,Engineer
256888,Heather,Pehl,9/15/1993,9/15/1994,Staff
257062,Stabislas,Pardalos,6/21/1989,6/21/1990,Engineer
257378,Pascal,Bernatsky,9/3/1988,9/3/1989,Senior Staff
257469,Anyuan,Hanratty,1/6/1988,1/5/1989,Senior Staff
257484,Shaowei,Nicolson,12/7/1986,12/7/1987,Senior Staff
257624,Adhemar,Dalphin,6/2/1990,6/2/1991,Senior Staff
257799,Sushant,Riefers,12/5/1987,12/4/1988,Engineer
258028,Mountaz,Reinhart,1/21/2000,1/20/2001,Engineer
258124,Mariusz,Zolotykh,7/28/1990,7/28/1991,Senior Staff
258363,Tayeb,Veevers,10/10/1986,10/10/1987,Staff
258376,Jaber,Falco,10/1/1995,10/11/1995,Engineer
258470,Weiwu,Butner,2/14/1995,2/14/1996,Staff
258643,Przemyslawa,Esposito,2/27/1992,2/26/1993,Engineer
259042,Xiaoqiang,Farrow,1/1/1997,1/1/1998,Staff
259237,Palash,Gammage,10/23/1987,10/22/1988,Senior Staff
259273,Xiahua,Gomatam,12/1/1989,12/1/1990,Senior Engineer
259611,Shuichi,Marrakchi,8/21/1990,8/21/1991,Senior Staff
259619,Conal,Magliocco,5/9/1992,5/9/1993,Senior Staff
259718,Stepehn,Bouloucos,9/17/1991,9/16/1992,Senior Staff
260083,Kwok,Journel,12/22/1997,12/22/1998,Staff
260153,Mingdong,Baar,10/14/1991,10/13/1992,Technique Leader
260249,Vugranam,Beausoleil,5/14/1998,5/14/1999,Staff
260361,Reinhold,Rahier,6/6/1995,6/5/1996,Engineer
260399,Hatem,Birsak,4/10/1989,4/10/1990,Senior Staff
260408,Sasan,Brookner,9/3/1996,9/3/1997,Senior Staff
260501,Dzung,Pargas,5/17/1990,5/17/1991,Technique Leader
260545,Fei,Rebaine,5/5/1995,5/4/1996,Senior Engineer
261184,Masako,Kornatzky,8/29/1987,8/28/1988,Senior Engineer
261631,Jianhua,Huttel,2/23/1998,2/23/1999,Engineer
261662,Berni,Assaf,9/8/1989,9/8/1990,Senior Staff
261737,Mark,Lindqvist,11/22/1990,11/22/1991,Engineer
261986,Gila,Ramsak,5/13/1997,5/13/1998,Senior Engineer
261990,Volkmar,Czaja,4/1/1992,4/1/1993,Senior Staff
262154,Wonhee,Vrecion,3/14/1986,3/14/1987,Engineer
262208,Mrinalini,Holburn,4/20/1987,4/19/1988,Senior Staff
262210,Chinho,Bottner,7/29/1985,7/29/1986,Assistant Engineer
262328,Mayuko,Vural,12/24/1997,12/24/1998,Staff
262439,Lorien,Lagarias,10/10/1985,10/10/1986,Senior Staff
262440,Subbu,Kaiserswerth,6/15/1992,6/15/1993,Assistant Engineer
262548,Jixiang,Loncour,3/16/1994,3/16/1995,Engineer
262636,Tamiya,Reutenauer,6/2/1985,6/2/1986,Senior Engineer
262741,Izaskun,Moffat,4/30/1987,4/29/1988,Senior Staff
262752,Pramod,Bierman,12/12/1997,12/12/1998,Engineer
262861,Kayoko,Attimonelli,10/14/1992,10/14/1993,Senior Staff
262928,Piyush,Gill,8/31/1990,8/31/1991,Engineer
263012,Hideo,Buchter,5/1/1999,4/30/2000,Staff
263186,Danny,Lowrie,9/13/1995,9/12/1996,Technique Leader
263325,Dinkar,Sinicrope,7/12/1985,12/22/1985,Staff
263370,Shakhar,Ranze,5/29/1999,5/28/2000,Staff
263439,Atreye,Kabayashi,12/15/1986,12/15/1987,Senior Engineer
263645,Mingsen,Lally,12/4/1990,12/4/1991,Senior Engineer
263649,Mechthild,Zongker,7/26/1993,7/26/1994,Senior Staff
263721,Abdulah,Horswill,6/12/1999,6/11/2000,Engineer
263926,Fusako,Schwartzbauer,4/7/1985,4/7/1986,Senior Staff
264001,Khalil,Mapelli,1/15/1990,1/15/1991,Senior Engineer
264030,Zdislav,Solares,12/14/1990,12/14/1991,Assistant Engineer
264167,Baoqiu,Tomescu,5/1/1996,5/1/1997,Senior Engineer
264322,Leandro,Swist,1/6/1991,1/6/1992,Senior Staff
264626,Noritoshi,Bakhtari,2/3/1993,2/3/1994,Senior Staff
264715,Siddarth,Luke,10/6/1993,7/6/1994,Staff
264939,Bogdan,Bahi,2/9/1985,2/9/1986,Engineer
265039,Navid,Staudhammer,10/18/1992,10/18/1993,Senior Staff
265521,Kensei,Salverda,5/25/1993,5/25/1994,Engineer
265558,Susuma,Kleiser,8/2/1987,8/1/1988,Senior Staff
265794,Miquel,Halloran,1/14/1994,1/14/1995,Senior Staff
265875,Fan,Marsiglia,9/3/1989,9/3/1990,Engineer
266206,Zsolt,Anily,8/19/1985,8/19/1986,Senior Staff
266249,Sumant,Nishimukai,3/28/1991,3/27/1992,Senior Staff
266310,Zvonko,Serdy,6/24/1987,6/23/1988,Senior Staff
266644,Anwar,Gubsky,8/9/1993,8/9/1994,Senior Staff
266689,Parke,Serna,3/29/1985,3/29/1986,Senior Engineer
266862,Mart,Plumb,4/21/1986,4/21/1987,Senior Staff
266881,Mokhtar,Sabnani,8/28/1990,8/28/1991,Senior Staff
266981,Toshimi,Kragelund,2/21/1988,2/20/1989,Assistant Engineer
267059,Moie,Tempesti,6/29/1991,6/28/1992,Senior Staff
267227,Susuma,Tagansky,1/22/1995,1/22/1996,Engineer
267304,Jordanka,Axelband,6/27/1994,6/27/1995,Senior Staff
267504,Mayuri,Flowers,5/12/1997,5/12/1998,Staff
267667,Irena,Kaiserswerth,9/5/1987,9/4/1988,Senior Staff
267745,Wojceich,Honglei,12/28/1991,12/27/1992,Engineer
268043,Narain,Mikschl,11/2/1997,11/2/1998,Engineer
268191,LiMin,Teitelbaum,11/1/1990,11/1/1991,Engineer
268890,Somnath,Uhrik,1/14/1988,1/13/1989,Engineer
269186,Vitali,Dayang,9/21/1988,9/21/1989,Technique Leader
269568,Rimli,Walston,1/28/1996,1/27/1997,Staff
269728,Naftali,Kragelund,5/16/1987,5/15/1988,Senior Staff
270084,Ulises,Frolund,7/26/1986,7/26/1987,Senior Staff
270716,Shunichi,Baer,2/4/1998,2/4/1999,Staff
270792,Domenico,Wendorf,9/8/1988,9/8/1989,Engineer
270794,Dannz,Zhang,6/26/1991,6/25/1992,Senior Staff
270821,Hatem,Bierbaum,9/7/1999,4/11/2000,Staff
271106,Taisook,Kampfer,11/30/1997,11/30/1998,Engineer
271118,Somnath,Nitsche,8/15/1987,8/14/1988,Assistant Engineer
271219,Odoardo,Tyugu,11/7/1994,11/7/1995,Engineer
271975,Yuchang,Busillo,3/30/1986,3/30/1987,Engineer
272141,Tsutomu,Neiman,5/5/1986,5/5/1987,Senior Staff
272285,Gully,Mitchem,1/22/1986,1/22/1987,Senior Staff
272316,Surveyors,Muhling,7/19/1999,7/18/2000,Engineer
272452,Mitsuyuki,Isard,8/17/1996,8/17/1997,Engineer
272599,Holgard,Hegner,7/15/1993,7/15/1994,Senior Staff
272860,Minghong,Candan,2/10/1994,2/10/1995,Assistant Engineer
273159,Divine,Hofmeyr,4/14/1989,4/14/1990,Technique Leader
273274,Yolla,Kobara,12/29/1995,12/28/1996,Engineer
273286,Brigham,Asmuth,1/23/1989,1/23/1990,Engineer
273396,Wayne,Baba,3/7/1998,3/7/1999,Engineer
273806,Hongzhu,Beetstra,1/24/1991,1/24/1992,Senior Staff
273858,Gunilla,Matzen,12/28/1990,12/28/1991,Senior Staff
274071,Mingsen,Weiland,10/12/1995,10/11/1996,Staff
274271,Prodip,Ritcey,9/10/1986,9/10/1987,Senior Staff
274369,Ranga,Waymire,1/27/1997,1/27/1998,Senior Staff
274813,Yefim,Pettey,8/7/1993,8/7/1994,Senior Staff
275158,Satyanarayana,Brandsma,12/8/1999,12/7/2000,Engineer
275263,Vojin,Laventhal,10/18/1991,10/17/1992,Engineer
275444,Limsoon,Leppanen,1/21/1993,1/21/1994,Engineer
275495,Shen,Yamaashi,2/19/1995,2/19/1996,Staff
275801,Ayakannu,Heinisuo,6/28/1986,6/28/1987,Senior Staff
275881,Jiann,Munro,5/18/1988,5/18/1989,Senior Engineer
275994,Uma,Prampolini,2/21/1991,2/21/1992,Engineer
276027,Holgard,Stavenow,2/28/1986,2/28/1987,Senior Staff
276184,Mari,Swick,4/8/1991,4/7/1992,Senior Staff
276186,Sajjad,Vecchi,6/2/1993,6/2/1994,Senior Staff
276189,Isaac,Klerer,3/19/1995,3/18/1996,Senior Staff
276445,Atilio,Randi,7/2/1988,7/2/1989,Engineer
276472,Hideyuki,Flanders,11/10/1988,11/10/1989,Engineer
276563,Gift,Solares,8/1/1995,7/31/1996,Senior Staff
276868,Alois,Sanella,3/13/1998,3/13/1999,Staff
276922,Yongmin,Sidje,6/9/1998,6/9/1999,Engineer
277316,Vitali,Rothenberg,10/4/1989,10/4/1990,Senior Staff
277362,Uzi,Kugler,1/12/1991,1/12/1992,Senior Staff
277420,Rayond,Schach,4/22/1995,4/21/1996,Engineer
277777,Herbert,Itzigehl,7/4/1990,7/4/1991,Senior Engineer
277829,Michaela,Fandrianto,6/2/1986,6/2/1987,Senior Engineer
277926,Shaunak,Solovay,12/26/1992,12/26/1993,Senior Staff
278239,Boaz,Bottner,2/6/1994,2/6/1995,Staff
278386,Caolyn,Poujol,12/3/1995,12/2/1996,Technique Leader
278452,Sudhanshu,Toyoshima,8/29/1987,8/28/1988,Senior Staff
278484,Koldo,Peternell,11/5/1992,4/6/1993,Staff
278536,Munenori,Shobatake,1/10/1992,1/9/1993,Senior Staff
278549,Jaana,Werthner,7/27/1989,7/27/1990,Senior Staff
278883,Hidefumi,Saoudi,9/15/1990,9/15/1991,Engineer
278953,Jeanna,Ghandeharizadeh,8/11/1990,8/11/1991,Senior Engineer
279115,Maren,DuCasse,11/29/1997,11/29/1998,Engineer
279280,Niranjan,Debuse,9/21/1992,9/21/1993,Engineer
279384,Hugo,Comte,6/30/1992,6/30/1993,Senior Staff
279791,Chiranjit,Lyonns,12/24/1986,12/24/1987,Assistant Engineer
280029,Vasilii,Verhaegen,3/25/1991,4/24/1991,Staff
280070,Niteen,Ebeling,3/29/1988,3/29/1989,Senior Staff
280291,Lenore,Badache,11/24/1998,11/24/1999,Staff
280411,Hironoby,Farrar,11/3/1987,11/2/1988,Technique Leader
280420,Jahangir,Hofting,9/28/1986,9/28/1987,Senior Staff
280525,Kish,Herbst,8/18/1996,8/18/1997,Staff
280648,Heeju,Lorys,12/27/1986,12/27/1987,Engineer
280836,Ipke,Farrar,3/4/1991,3/3/1992,Senior Engineer
281180,Phillip,Fontet,9/3/1991,9/2/1992,Staff
281570,Zijian,Covnot,9/13/1994,9/13/1995,Assistant Engineer
281692,Khosrow,Sommen,3/3/1990,3/3/1991,Senior Engineer
281834,Fumitake,Marchegay,9/29/1991,9/28/1992,Assistant Engineer
281848,Parke,Staylopatis,7/31/1993,7/31/1994,Engineer
281859,Masanao,Papastamatiou,11/25/1985,11/25/1986,Engineer
282000,Hideo,Ratnakar,6/13/1985,6/13/1986,Assistant Engineer
282191,Alper,Shinomoto,10/20/1997,10/20/1998,Engineer
282333,Nahla,Serdy,9/9/1993,9/9/1994,Senior Staff
282343,Xinglin,Haldar,7/20/1988,7/20/1989,Senior Staff
282547,Nahum,Codenie,6/14/1999,6/13/2000,Engineer
282585,Zijian,Lammel,7/1/1996,7/1/1997,Staff
282699,Candida,Felcyn,8/4/1986,8/4/1987,Assistant Engineer
282862,Chenxi,Pusterhofer,6/2/1996,6/2/1997,Staff
282894,Fay,Bellmore,5/3/1989,5/3/1990,Engineer
283041,Nathalie,Foote,7/20/1991,6/20/1992,Senior Engineer
283138,Cullen,Mikschl,1/16/1990,3/11/1990,Senior Staff
283168,Sanjai,Kopetz,4/19/1999,4/18/2000,Assistant Engineer
284045,Fun,Seiwald,6/24/1994,6/24/1995,Engineer
284300,Ishfaq,Mahmud,11/29/1991,11/28/1992,Senior Staff
284431,Pintsang,Fujisawa,4/16/1996,4/16/1997,Senior Staff
284561,Duri,Beznosov,2/15/1988,2/14/1989,Senior Engineer
284687,Oksana,Redmiles,6/22/1985,6/22/1986,Engineer
284691,Theron,Ressouche,8/17/1988,8/17/1989,Engineer
284711,Martijn,Azevdeo,2/10/1988,2/9/1989,Senior Engineer
284717,Gal,Ranta,11/7/1992,11/7/1993,Engineer
284856,Moto,Kobara,12/12/1991,12/11/1992,Engineer
284954,Anneke,Hammerschmidt,1/30/1996,1/29/1997,Engineer
285149,Nahum,Schahn,2/17/1998,2/17/1999,Senior Engineer
285164,Xiaocheng,Kumaresan,10/3/1994,10/3/1995,Staff
285318,Theron,Ravishankar,12/27/1991,12/26/1992,Engineer
285396,Lena,Kohling,10/4/1986,10/4/1987,Engineer
285905,Kellyn,Bage,11/4/1994,11/4/1995,Senior Staff
285906,Arnould,Buescher,3/26/1998,3/26/1999,Engineer
286026,Utpal,Zaumen,2/25/1991,2/25/1992,Senior Staff
286029,Jaques,Nanard,7/16/1996,7/16/1997,Staff
286370,Toshimitsu,Seuren,1/19/1995,1/19/1996,Senior Staff
286452,Behnaam,Bierbaum,1/31/1999,1/31/2000,Engineer
286573,Nahum,Nishimukai,2/2/1991,2/2/1992,Engineer
286779,Sigeru,Versino,8/31/1998,8/31/1999,Engineer
286986,Woody,Trelles,5/23/1996,5/23/1997,Senior Engineer
287323,Steve,Dengi,9/15/1999,9/14/2000,Staff
287327,Youjian,Felder,7/15/1993,7/15/1994,Senior Staff
287334,Elliott,Speer,8/8/1998,8/8/1999,Engineer
287436,Sasan,Deville,10/11/1994,10/11/1995,Technique Leader
287482,Shigeaki,Gihr,3/18/1994,3/18/1995,Engineer
287583,Jovan,Hockney,6/21/1990,6/21/1991,Engineer
287609,Sailaja,Negoita,1/20/1988,1/19/1989,Assistant Engineer
287713,Aamod,Ranka,12/7/1992,12/7/1993,Senior Staff
287808,Vidar,Ozeki,6/17/1996,6/17/1997,Technique Leader
287822,Mooi,Perfilyeva,5/11/1998,5/11/1999,Engineer
287983,Randi,Munos,9/7/1990,9/7/1991,Senior Staff
287984,Troy,Kobuchi,2/12/1991,2/12/1992,Engineer
288028,Kauko,Narwekar,12/16/1985,12/16/1986,Engineer
288134,IEEE,VanScheik,2/11/1992,2/10/1993,Staff
288142,Shay,Heystek,4/1/1989,4/1/1990,Senior Staff
288166,Masoud,Asmuth,9/5/1994,9/5/1995,Staff
288560,Yifei,Birjandi,2/7/1994,2/7/1995,Senior Staff
288563,Cristinel,Gerlach,1/9/1996,1/8/1997,Engineer
288606,Susumu,Swiss,11/15/1991,11/14/1992,Senior Staff
288665,Horward,Khasidashvili,11/19/1998,11/19/1999,Senior Engineer
288848,Vivian,Hennebert,4/10/1991,4/9/1992,Staff
288893,Bedrich,Rosenbaum,1/27/1991,1/27/1992,Engineer
289122,Nikolaus,Akaboshi,9/20/1990,9/20/1991,Staff
289454,Bowen,Narwekar,3/8/1985,3/8/1986,Senior Engineer
289687,Fai,Maccarone,10/30/1985,10/30/1986,Senior Staff
289807,Soenke,Lemarechal,9/4/1994,9/4/1995,Senior Staff
289909,Hilari,Vecchio,4/24/1993,4/24/1994,Senior Staff
290009,Zijian,Rindone,7/9/1989,7/9/1990,Senior Staff
290010,Fox,Lodder,2/17/1988,2/16/1989,Staff
290075,Boalin,Byoun,10/1/1990,10/1/1991,Senior Staff
290284,Kwangjo,Menhardt,1/11/1996,1/10/1997,Engineer
290441,Gregory,Collavizza,9/9/1987,9/8/1988,Senior Staff
290467,Shaowen,Poulakidas,4/15/1987,4/14/1988,Senior Staff
290478,Tsvetan,Sherertz,8/7/1989,8/7/1990,Assistant Engineer
290563,Shigehiro,Oxenboll,2/26/1986,2/26/1987,Senior Engineer
290769,Lalit,Blokdijk,2/1/1999,2/1/2000,Senior Engineer
291349,Constantijn,Rusterholz,8/28/1998,11/13/1998,Staff
291352,Danai,Trelles,4/17/1992,4/17/1993,Technique Leader
291368,Gita,Rodier,8/24/1990,8/24/1991,Staff
291612,Siamak,Gomatam,7/8/1998,7/8/1999,Engineer
291669,Faiza,Bach,9/13/1999,9/12/2000,Engineer
291755,Ebru,Doering,8/27/1994,8/27/1995,Assistant Engineer
291819,Uriel,Georg,6/8/1991,6/7/1992,Senior Staff
